,Unnamed: 0,softwareUnderstanding,understandingConcepts,practiceSM,testSM,tipo_estudante
1945,1945,0.57,0.8999999999999999,825,1575,2
1946,1946,1.17,1.2,0.6749999999999999,1185,2
1947,1947,1.65,1.44,1.4849999999999999,825,1
1948,1948,0.54,885,0.72,0.51,2
1949,1949,0.54,885,0.57,0.27,2
1950,1950,1.14,1185,0.96,1.56,3
1951,1951,0.69,0.96,735,1.2149999999999999,2
1952,1952,0.84,1035,0.6,1.7999999999999998,3
1953,1953,0.96,1095,1.74,1.14,1
1954,1954,1.5899999999999999,1.41,1.4849999999999999,1.9349999999999998,0
1955,1955,1.2,1.2149999999999999,1.95,1.5899999999999999,1
1956,1956,1.29,1.26,1575,1905,3
1957,1957,1.3499999999999999,1.29,2.0549999999999997,1905,0
1958,1958,1.3499999999999999,1.29,735,1875,3
1959,1959,0.84,1035,1.14,0.9299999999999999,2
1960,1960,0.54,885,1.5,1.2,2
1961,1961,0.54,885,1.29,0.69,2
1962,1962,0.87,1.05,1185,1785,3
1963,1963,1.26,1.2449999999999999,1.3199999999999998,1.26,1
1964,1964,0.78,1005,1.5899999999999999,1.65,1
1965,1965,0.96,1095,0.78,0.6,2
1966,1966,1.05,1.14,1275,1815,3
1967,1967,1.23,1.23,1785,1905,3
1968,1968,0.8999999999999999,1065,1.56,0.48,1
1969,1969,0.72,975,1.65,1.29,1
1970,1970,0.75,0.99,1365,1.4549999999999998,1
1971,1971,0.54,885,1.6199999999999999,0.27,2
1972,1972,0.84,1035,1.26,1.92,3
1973,1973,0.42,825,1.05,0.42,2
1974,1974,1.3199999999999998,1275,1.65,1.02,1
1975,1975,1.02,1125,1.56,1.8599999999999999,3
1976,1976,0.96,1095,1.3199999999999998,1.14,1
1977,1977,0.96,1095,0.57,1.5899999999999999,3
1978,1978,0.8999999999999999,1065,0.96,1.38,2
1979,1979,1.26,1.2449999999999999,1.65,1.44,1
1980,1980,0.72,975,1.7999999999999998,0.96,1
1981,1981,0.96,1095,0.57,1.74,3
1982,1982,0.6,0.9149999999999999,1.65,1.5899999999999999,1
1983,1983,1.3199999999999998,1275,1.47,1.8599999999999999,3
1984,1984,0.75,0.99,1125,1155,2
1985,1985,0.84,1035,1.05,0.87,2
1986,1986,1.23,1.23,765,1635,3
1987,1987,1.1099999999999999,1.17,1.2449999999999999,1095,1
1988,1988,0.84,1035,0.54,1.74,3
1989,1989,1.38,1305,0.69,1.71,3
1990,1990,1.05,1.14,1785,735,1
1991,1991,0.8999999999999999,1065,1.92,1.1099999999999999,1
1992,1992,2.1,1665,1.47,1.3499999999999999,0
1993,1993,0.78,1005,1.05,0.57,2
1994,1994,0.8999999999999999,1065,0.9299999999999999,1.6199999999999999,3
1995,1995,0.87,1.05,435,1.2149999999999999,2
1996,1996,0.75,0.99,0.6749999999999999,825,2
1997,1997,0.75,0.99,1125,1275,2
1998,1998,1.65,1.44,2235,2235,0
1999,1999,0.8099999999999999,1.02,1.7249999999999999,1.2149999999999999,1
2000,2000,1.05,1.14,1035,1.2149999999999999,2
2001,2001,0.54,885,0.36,1.5899999999999999,2
2002,2002,0.3,765,0.84,0.39,2
2003,2003,0.75,0.99,1.4549999999999998,0.46499999999999997,2
2004,2004,1.14,1185,1.95,1.65,1
2005,2005,1.05,1.14,855,945,2
2006,2006,0.42,825,1.5899999999999999,0.69,2
2007,2007,1.05,1.14,1.9349999999999998,0.5549999999999999,1
2008,2008,0.99,1.1099999999999999,1.9949999999999999,1125,1
2009,2009,0.63,0.9299999999999999,1425,1305,2
2010,2010,0.75,0.99,1845,525,1
2011,2011,1.29,1.26,855,2085,3
2012,2012,0.54,885,1.1099999999999999,0.63,2
2013,2013,0.18,705,0.9299999999999999,0.8999999999999999,2
2014,2014,0.75,0.99,1845,885,1
2015,2015,1.5899999999999999,1.41,2265,1.2449999999999999,1
2016,2016,0.75,0.99,0.46499999999999997,645,2
2017,2017,0.75,0.99,1.2149999999999999,1545,3
2018,2018,0.69,0.96,1335,1.2449999999999999,2
2019,2019,1.1099999999999999,1.17,1875,1305,1
2020,2020,1.65,1.44,2295,1065,1
2021,2021,1.3499999999999999,1305,1.6949999999999998,2025,0
2022,2022,0.96,1.1099999999999999,1.17,1.17,2
2023,2023,0.87,1065,615,1605,3
2024,2024,0.96,1.1099999999999999,1.89,0.96,1
2025,2025,1.17,1.2149999999999999,945,1.7249999999999999,3
2026,2026,0.75,1005,1365,1155,2
2027,2027,1.95,1605,1005,1305,3
2028,2028,0.84,1.05,1.38,0.6599999999999999,2
2029,2029,0.8099999999999999,1035,585,1305,2
2030,2030,0.78,1.02,0.8999999999999999,1.8599999999999999,3
2031,2031,0.87,1065,435,1275,2
2032,2032,1.2,1.23,1.02,0.96,2
2033,2033,0.8099999999999999,1035,1395,1095,1
2034,2034,1.1099999999999999,1185,1095,1.2149999999999999,3
2035,2035,1.05,1155,1125,825,2
2036,2036,1.05,1155,0.5549999999999999,735,2
2037,2037,1.02,1.14,1.7999999999999998,1.74,1
2038,2038,0.8999999999999999,1.08,1.95,1.14,1
2039,2039,0.6599999999999999,0.96,1.53,0.9299999999999999,1
2040,2040,1.8299999999999998,1545,1095,2415,0
2041,2041,1.23,1.2449999999999999,975,1.9349999999999998,3
2042,2042,0.8999999999999999,1.08,0.6,0.99,2
2043,2043,0.8999999999999999,1.08,0.6599999999999999,1.95,3
2044,2044,1.2,1.23,1.68,1.7999999999999998,3
2045,2045,1.05,1155,1.2149999999999999,1.7249999999999999,3
2046,2046,0.78,1.02,1.1099999999999999,1.3199999999999998,2
2047,2047,0.63,945,1305,435,2
2048,2048,1.3499999999999999,1305,2145,2085,0
2049,2049,0.63,945,375,1815,3
2050,2050,0.75,1005,1395,1575,3
2051,2051,1.14,1.2,1.77,1.26,1
2052,2052,0.63,945,1065,945,2
2053,2053,1.1099999999999999,1185,1035,885,2
2054,2054,1.26,1.26,1.6199999999999999,1.26,1
2055,2055,1.5899999999999999,1425,2175,2235,0
2056,2056,0.44999999999999996,855,1125,1.6949999999999998,2
2057,2057,0.44999999999999996,855,615,1.2449999999999999,2
2058,2058,0.96,1.1099999999999999,1.7999999999999998,0.69,1
2059,2059,0.32999999999999996,0.7949999999999999,615,975,2
2060,2060,1.7999999999999998,1.53,1.08,1.53,3
2061,2061,1.65,1.4549999999999998,2.3249999999999997,975,1
2062,2062,1.6199999999999999,1.44,1.56,1.77,0
2063,2063,0.32999999999999996,0.7949999999999999,1365,0.22499999999999998,2
2064,2064,0.75,1005,0.46499999999999997,1005,2
2065,2065,1.41,1335,1.6949999999999998,2085,0
2066,2066,0.42,0.84,0.51,0.42,2
2067,2067,0.9299999999999999,1095,1665,1635,1
2068,2068,0.42,0.84,1.5,1.68,3
2069,2069,1.77,1515,1035,2085,3
2070,2070,1.29,1275,1515,1305,1
2071,2071,0.99,1125,1125,1.2149999999999999,2
2072,2072,0.75,1005,1125,645,2
2073,2073,1.14,1.2,1.23,1.47,3
2074,2074,1.05,1155,1.4549999999999998,0.5549999999999999,1
2075,2075,1.29,1275,945,1.9949999999999999,3
2076,2076,1.05,1155,1155,0.5549999999999999,2
2077,2077,0.54,0.8999999999999999,1.29,0.78,2
2078,2078,0.75,1005,0.7949999999999999,945,2
2079,2079,1.14,1.2,1.77,1.23,1
2080,2080,0.96,1.1099999999999999,1.77,1.44,1
2081,2081,0.9299999999999999,1095,825,645,2
2082,2082,1.05,1155,1.9949999999999999,0.9149999999999999,1
2083,2083,1.05,1155,0.7949999999999999,645,2
2084,2084,0.9299999999999999,1095,1545,0.7949999999999999,1
2085,2085,0.75,1005,375,0.9149999999999999,2
2086,2086,1.2,1.23,1.65,1.8299999999999998,3
2087,2087,1.47,1365,1545,1.9349999999999998,0
2088,2088,0.99,1125,735,1.4849999999999999,3
2089,2089,0.78,1.02,1.89,1.74,1
2090,2090,0.51,885,1605,1065,1
2091,2091,0.75,1005,765,1395,2
2092,2092,0.75,1005,885,1155,2
2093,2093,0.39,825,0.9149999999999999,315,2
2094,2094,0.75,1005,1635,825,1
2095,2095,1.1099999999999999,1185,2025,1755,1
2096,2096,1.68,1.47,2.19,1.1099999999999999,1
2097,2097,0.54,0.8999999999999999,1.65,1.5,1
2098,2098,1.02,1.14,1.92,0.51,1
2099,2099,0.96,1.1099999999999999,1.92,1.02,1
2100,2100,0.54,0.8999999999999999,1.1099999999999999,0.8099999999999999,2
2101,2101,0.96,1.1099999999999999,1.38,1.08,1
2102,2102,0.96,1.1099999999999999,1.26,1.8299999999999998,3
2103,2103,1.17,1.2149999999999999,1.9649999999999999,1545,1
2104,2104,0.87,1065,0.46499999999999997,1155,2
2105,2105,1.08,1.17,1.23,1.5899999999999999,3
2106,2106,1.17,1.2149999999999999,1.4549999999999998,1905,3
2107,2107,0.78,1.02,0.42,0.6599999999999999,2
2108,2108,2.07,1665,2205,1815,0
2109,2109,0.75,1005,615,855,2
2110,2110,0.96,1.1099999999999999,0.8099999999999999,1.95,3
2111,2111,0.96,1.1099999999999999,1.08,0.54,2
2112,2112,1.5899999999999999,1425,1575,1845,0
2113,2113,1.5,1.38,2.01,1.77,0
2114,2114,0.87,1065,1395,1335,1
2115,2115,0.84,1.05,0.48,1.14,2
2116,2116,1.17,1.2149999999999999,0.7949999999999999,2025,3
2117,2117,1.05,1155,2025,1905,1
2118,2118,0.6,945,0.57,0.44999999999999996,2
2119,2119,0.96,1125,0.8999999999999999,1.56,3
2120,2120,0.69,0.99,0.9149999999999999,1335,2
2121,2121,0.96,1125,1.02,0.57,2
2122,2122,0.69,0.99,1515,825,1
2123,2123,0.8999999999999999,1095,1.08,0.75,2
2124,2124,1.44,1365,2.07,1.3199999999999998,1
2125,2125,1.38,1335,1.8599999999999999,0.72,1
2126,2126,1.3499999999999999,1.3199999999999998,1605,1395,1
2127,2127,0.87,1.08,0.5549999999999999,1365,2
2128,2128,0.6,945,1.47,1.3199999999999998,1
2129,2129,0.78,1035,1.1099999999999999,1.47,3
2130,2130,0.75,1.02,1125,0.5549999999999999,2
2131,2131,1.3199999999999998,1305,0.6599999999999999,2.07,3
2132,2132,1.68,1.4849999999999999,1.74,2.1,0
2133,2133,1.05,1.17,1365,735,1
2134,2134,1.29,1.29,1155,1785,3
2135,2135,1.3199999999999998,1305,1.3499999999999999,1.29,1
2136,2136,1.3199999999999998,1305,1.41,0.78,1
2137,2137,0.63,0.96,1605,1605,1
2138,2138,1.2,1.2449999999999999,1.26,1.26,3
2139,2139,0.84,1065,1.26,0.78,2
2140,2140,0.84,1065,1.6199999999999999,0.48,1
2141,2141,0.84,1065,1.05,0.51,2
2142,2142,0.84,1065,1.77,0.9299999999999999,1
2143,2143,0.84,1065,1.26,1.89,3
2144,2144,0.84,1065,0.54,1.2,2
2145,2145,0.75,1.02,435,0.5549999999999999,2
2146,2146,0.84,1065,0.78,0.75,2
2147,2147,0.75,1.02,615,1665,3
2148,2148,1.29,1.29,1.2449999999999999,1605,3
2149,2149,0.75,1.02,1185,1305,2
2150,2150,2.28,1785,1.74,1.3499999999999999,0
2151,2151,0.75,1.02,375,1065,2
2152,2152,1.1099999999999999,1.2,1155,1905,3
2153,2153,0.63,0.96,0.9149999999999999,1155,2
2154,2154,0.96,1125,1.92,1.44,1
2155,2155,0.8999999999999999,1095,1.29,1.02,2
2156,2156,0.63,0.96,1335,1515,2
2157,2157,1.05,1.17,615,0.5549999999999999,2
2158,2158,0.42,855,0.32999999999999996,1.5899999999999999,2
2159,2159,0.63,0.96,0.9149999999999999,1095,2
2160,2160,0.84,1065,0.48,1.08,2
2161,2161,0.87,1.08,885,0.9149999999999999,2
2162,2162,1.17,1.23,1.2449999999999999,1875,3
2163,2163,0.87,1.08,705,705,2
2164,2164,1.89,1.5899999999999999,2355,1785,0
2165,2165,1.53,1.41,855,855,3
2166,2166,0.96,1125,0.51,1.7999999999999998,3
2167,2167,0.75,1.02,1335,495,2
2168,2168,1.65,1.47,1815,1665,0
2169,2169,1.2,1.2449999999999999,1.38,1.26,1
2170,2170,0.44999999999999996,0.87,765,975,2
2171,2171,0.6599999999999999,975,0.39,1.2,2
2172,2172,1.1099999999999999,1.2,765,885,2
2173,2173,1.53,1.41,1335,2235,3
2174,2174,0.84,1065,1.6199999999999999,1.14,1
2175,2175,1.1099999999999999,1.2,885,1305,3
2176,2176,0.42,855,0.57,0.96,2
2177,2177,0.96,1125,1.17,1.29,3
2178,2178,1.47,1.38,1.2449999999999999,2025,3
2179,2179,1.14,1.2149999999999999,1.3199999999999998,0.57,1
2180,2180,1.05,1.17,1335,765,1
2181,2181,1.02,1155,1.7999999999999998,0.6,1
2182,2182,0.99,1.14,1665,975,1
2183,2183,1.3499999999999999,1.3199999999999998,1.9649999999999999,2.0549999999999997,0
2184,2184,0.96,1125,0.84,0.54,2
2185,2185,0.54,0.9149999999999999,1.74,0.87,1
2186,2186,1.1099999999999999,1.2,1635,1335,1
2187,2187,0.42,855,1.56,1.17,2
2188,2188,0.96,1125,1.8299999999999998,1.8299999999999998,1
2189,2189,0.8999999999999999,1095,1.5,1.08,1
2190,2190,1.6199999999999999,1.4549999999999998,1.8299999999999998,1.1099999999999999,1
2191,2191,0.87,1.08,0.5549999999999999,705,2
2192,2192,1.2,1.2449999999999999,1.1099999999999999,0.6599999999999999,2
2193,2193,1.41,1.3499999999999999,1155,1875,3
2194,2194,1.74,1515,2.1,1.17,0
2195,2195,0.75,1.02,1755,1395,1
2196,2196,1.02,1155,0.72,0.51,2
2197,2197,0.96,1125,1.26,1.8299999999999998,3
2198,2198,1.05,1.17,1305,1.9349999999999998,3
2199,2199,1.2,1.2449999999999999,2.07,1.65,1
2200,2200,1.95,1.6199999999999999,2085,1.2449999999999999,0
2201,2201,1.29,1.29,1095,1845,3
2202,2202,0.96,1125,1.89,1.05,1
2203,2203,0.96,1125,1.44,1.89,3
2204,2204,0.48,885,0.39,0.9299999999999999,2
2205,2205,0.96,1125,1.89,1.38,1
2206,2206,1.2,1.2449999999999999,1.8299999999999998,1.74,1
2207,2207,0.54,0.9149999999999999,1.5899999999999999,1.2,1
2208,2208,0.99,1.14,735,0.9149999999999999,2
2209,2209,2.01,1665,1875,1575,0
2210,2210,1.77,1545,1875,1755,0
2211,2211,1.38,1.3499999999999999,1.17,1.8299999999999998,3
2212,2212,0.84,1.08,1.29,1.65,3
2213,2213,0.72,1.02,1.5,1.3499999999999999,1
2214,2214,1.17,1.2449999999999999,1.6949999999999998,735,1
2215,2215,0.99,1155,1815,1.2449999999999999,1
2216,2216,1.77,1545,1005,1.6949999999999998,3
2217,2217,1.38,1.3499999999999999,0.8099999999999999,1.29,3
2218,2218,0.9299999999999999,1125,765,1785,3
2219,2219,0.54,0.9299999999999999,0.42,0.54,2
2220,2220,0.84,1.08,0.87,0.44999999999999996,2
2221,2221,0.32999999999999996,825,975,1665,2
2222,2222,0.51,0.9149999999999999,285,975,2
2223,2223,1.1099999999999999,1.2149999999999999,765,855,2
2224,2224,0.54,0.9299999999999999,0.72,0.6599999999999999,2
2225,2225,1.1099999999999999,1.2149999999999999,0.7949999999999999,2025,3
2226,2226,1.26,1.29,1.29,1.2,1
2227,2227,1.65,1.4849999999999999,2025,885,1
2228,2228,1.53,1425,0.7949999999999999,945,3
2229,2229,1.6199999999999999,1.47,2.2199999999999998,2.25,0
2230,2230,0.21,765,885,315,2
2231,2231,1.05,1185,1125,1905,3
2232,2232,1.47,1395,2025,1335,1
2233,2233,1.14,1.23,1.23,1.3499999999999999,3
2234,2234,0.8999999999999999,1.1099999999999999,1.8599999999999999,0.54,1
2235,2235,0.42,0.87,0.57,0.21,2
2236,2236,0.69,1005,1035,0.9149999999999999,2
2237,2237,0.84,1.08,0.84,1.23,2
2238,2238,0.84,1.08,0.48,1.3499999999999999,2
2239,2239,1.95,1635,1905,1065,0
2240,2240,0.54,0.9299999999999999,0.72,1.53,2
2241,2241,0.75,1035,1305,0.46499999999999997,2
2242,2242,0.42,0.87,1.56,0.32999999999999996,2
2243,2243,1.47,1395,1335,735,1
2244,2244,1.3499999999999999,1335,1905,1785,0
2245,2245,1.1099999999999999,1.2149999999999999,1575,1545,1
2246,2246,0.42,0.87,1.44,1.26,2
2247,2247,1.29,1305,1815,855,1
2248,2248,1.47,1395,975,0.9149999999999999,3
2249,2249,0.54,0.9299999999999999,0.6599999999999999,0.51,2
2250,2250,1.08,1.2,0.96,1.02,2
2251,2251,1.26,1.29,2.01,1.26,1
2252,2252,1.05,1185,1.4549999999999998,705,1
2253,2253,0.78,1.05,1.6199999999999999,1.65,1
2254,2254,1.05,1185,1.2149999999999999,1185,1
2255,2255,1.23,1275,1305,945,1
2256,2256,0.54,0.9299999999999999,1.65,1.02,1
2257,2257,1.71,1515,1755,975,1
2258,2258,0.54,0.9299999999999999,1.02,0.99,2
2259,2259,1.89,1605,2025,1785,0
2260,2260,1.38,1.3499999999999999,1.3199999999999998,1.41,3
2261,2261,1.5899999999999999,1.4549999999999998,975,975,3
2262,2262,1.05,1185,1785,1065,1
2263,2263,1.3199999999999998,1.3199999999999998,2.07,1.77,0
2264,2264,0.75,1035,1365,1515,3
2265,2265,0.9299999999999999,1125,645,855,2
2266,2266,1.5,1.41,0.75,0.78,2
2267,2267,0.54,0.9299999999999999,1.23,1.1099999999999999,2
2268,2268,1.1099999999999999,1.2149999999999999,1.2449999999999999,1.9649999999999999,3
2269,2269,1.5899999999999999,1.4549999999999998,1635,2265,0
2270,2270,0.8999999999999999,1.1099999999999999,1.29,1.02,2
2271,2271,1.05,1185,1.2449999999999999,1.9949999999999999,3
2272,2272,0.75,1035,1275,1425,3
2273,2273,0.6,0.96,1.3199999999999998,0.6599999999999999,2
2274,2274,0.75,1035,525,1.7249999999999999,3
2275,2275,1.7999999999999998,1.56,1.26,1.8599999999999999,0
2276,2276,0.87,1095,1095,1305,2
2277,2277,0.69,1005,1545,705,1
2278,2278,0.87,1095,1365,975,1
2279,2279,1.53,1425,1.2449999999999999,1.9349999999999998,3
2280,2280,0.78,1.05,1.5,1.41,1
2281,2281,0.9299999999999999,1125,1575,1665,3
2282,2282,0.96,1.14,0.96,1.38,3
2283,2283,0.87,1095,825,1905,3
2284,2284,0.78,1.05,0.75,0.84,2
2285,2285,1.29,1305,1755,1125,1
2286,2286,1.23,1275,2025,1905,0
2287,2287,0.96,1.14,0.84,1.29,2
2288,2288,0.78,1.05,0.8099999999999999,1.44,2
2289,2289,0.84,1.08,1.68,0.6599999999999999,1
2290,2290,2.04,1.68,1.53,1.44,0
2291,2291,1.05,1185,0.7949999999999999,1005,2
2292,2292,0.87,1095,975,1785,3
2293,2293,0.75,1035,1335,1035,2
2294,2294,0.63,975,0.46499999999999997,1575,2
2295,2295,0.9299999999999999,1125,765,825,2
2296,2296,1.38,1.3499999999999999,1.05,1.5,3
2297,2297,1.17,1.2449999999999999,1845,945,1
2298,2298,0.96,1.14,1.6199999999999999,0.87,1
2299,2299,0.63,975,855,1035,2
2300,2300,0.96,1.14,1.65,0.78,1
2301,2301,0.78,1.05,1.1099999999999999,1.89,3
2302,2302,1.1099999999999999,1.2149999999999999,2025,1365,1
2303,2303,0.63,975,1.4849999999999999,1575,1
2304,2304,0.63,975,855,885,2
2305,2305,0.63,975,945,1.7249999999999999,3
2306,2306,0.63,975,1125,1755,3
2307,2307,0.84,1.08,0.78,1.02,2
2308,2308,1.23,1275,945,1605,3
2309,2309,1.14,1.23,0.57,0.6599999999999999,2
2310,2310,0.54,0.9299999999999999,1.68,1.5,1
2311,2311,2.1,1.71,1.65,1.47,0
2312,2312,1.05,1185,1335,975,1
2313,2313,1.1099999999999999,1.2149999999999999,1425,1785,3
2314,2314,0.87,1095,1425,1425,1
2315,2315,0.54,0.9299999999999999,1.74,1.08,1
2316,2316,2.04,1.68,1.05,2.2199999999999998,0
2317,2317,0.69,1005,765,945,2
2318,2318,1.29,1305,765,645,2
2319,2319,0.78,1.05,0.44999999999999996,1.47,2
2320,2320,1.05,1185,1875,855,1
2321,2321,1.68,1.5,1.74,2.31,0
2322,2322,0.21,765,435,1335,2
2323,2323,0.78,1.05,1.38,1.6199999999999999,3
2324,2324,1.05,1185,0.7949999999999999,1905,3
2325,2325,0.69,1005,1605,885,1
2326,2326,0.84,1.08,1.1099999999999999,0.48,2
2327,2327,1.08,1.2,1.74,1.77,1
2328,2328,0.69,1005,525,1185,2
2329,2329,1.02,1.17,1.68,0.51,1
2330,2330,0.84,1.08,0.51,1.14,2
2331,2331,0.84,1.08,0.87,0.8099999999999999,2
2332,2332,0.84,1.08,0.6599999999999999,0.44999999999999996,2
2333,2333,1.53,1425,1875,1875,0
2334,2334,1.95,1.65,2235,1005,0
2335,2335,0.75,1.05,1395,765,2
2336,2336,1.23,1.29,1305,1275,1
2337,2337,1.17,1.26,1.4549999999999998,1875,3
2338,2338,0.75,1.05,585,1785,3
2339,2339,1.17,1.26,735,1545,3
2340,2340,1.17,1.26,825,1.4849999999999999,3
2341,2341,1.17,1.26,1365,825,1
2342,2342,1.3199999999999998,1335,1.77,1.47,1
2343,2343,1.17,1.26,1035,705,2
2344,2344,0.78,1065,1.5,0.78,1
2345,2345,0.78,1065,1.8299999999999998,0.9299999999999999,1
2346,2346,1.92,1635,1.56,2.13,0
2347,2347,0.78,1065,1.6199999999999999,1.8299999999999998,3
2348,2348,1.17,1.26,705,765,2
2349,2349,1.17,1.26,1.4849999999999999,1425,1
2350,2350,0.78,1065,0.75,0.63,2
2351,2351,1.92,1635,1.5,1.65,0
2352,2352,1.92,1635,2.28,1.98,0
2353,2353,1.17,1.26,0.7949999999999999,1365,3
2354,2354,1.17,1.26,765,735,2
2355,2355,0.78,1065,0.6,0.42,2
2356,2356,1.17,1.26,735,705,2
2357,2357,1.3499999999999999,1.3499999999999999,1.7249999999999999,1815,0
2358,2358,1.2,1275,1.02,1.56,3
2359,2359,1.89,1.6199999999999999,1.4549999999999998,1.4549999999999998,0
2360,2360,0.78,1065,1.2,1.14,2
2361,2361,1.17,1.26,1785,2085,3
2362,2362,1.89,1.6199999999999999,2295,2415,0
2363,2363,0.8099999999999999,1.08,435,1785,3
2364,2364,1.89,1.6199999999999999,1.6949999999999998,2025,0
2365,2365,0.78,1065,1.3499999999999999,1.3199999999999998,1
2366,2366,0.78,1065,0.42,1.47,2
2367,2367,1.17,1.26,1425,1065,1
2368,2368,1.89,1.6199999999999999,945,1905,3
2369,2369,0.69,1.02,1155,1.4549999999999998,2
2370,2370,1.17,1.26,705,1785,3
2371,2371,1.17,1.26,1.4849999999999999,615,1
2372,2372,1.5,1425,0.9299999999999999,1.29,3
2373,2373,1.17,1.26,1335,735,1
2374,2374,1.14,1.2449999999999999,1.47,1.26,1
2375,2375,0.69,1.02,1635,0.5549999999999999,1
2376,2376,1.14,1.2449999999999999,1.71,0.75,1
2377,2377,0.8099999999999999,1.08,855,0.7949999999999999,2
2378,2378,1.3499999999999999,1.3499999999999999,2025,1755,0
2379,2379,1.8599999999999999,1605,1.68,1.14,0
2380,2380,2.04,1.6949999999999998,1.8599999999999999,1.77,0
2381,2381,1.2,1275,1.29,0.6599999999999999,1
2382,2382,1.8599999999999999,1605,2.34,1.29,0
2383,2383,2.04,1.6949999999999998,1.68,1.44,0
2384,2384,1.8599999999999999,1605,2.16,2.4,0
2385,2385,1.2,1275,0.69,1.14,2
2386,2386,1.29,1.3199999999999998,1.4549999999999998,1635,3
2387,2387,1.3499999999999999,1.3499999999999999,1.7249999999999999,0.7949999999999999,1
2388,2388,2.07,1.71,1335,1755,0
2389,2389,1.8299999999999998,1.5899999999999999,1815,1875,0
2390,2390,1.8299999999999998,1.5899999999999999,1605,1035,1
2391,2391,0.84,1095,0.48,0.8999999999999999,2
2392,2392,1.23,1.29,1065,1515,3
2393,2393,0.84,1095,1.26,1.1099999999999999,2
2394,2394,0.84,1095,1.2,1.3499999999999999,2
2395,2395,0.84,1095,1.3199999999999998,1.8299999999999998,3
2396,2396,0.84,1095,0.63,1.26,2
2397,2397,0.84,1095,1.6199999999999999,1.05,1
2398,2398,1.29,1.3199999999999998,0.6749999999999999,1305,3
2399,2399,0.84,1095,0.54,0.69,2
2400,2400,0.84,1095,0.51,1.5899999999999999,3
2401,2401,0.84,1095,0.96,1.53,3
2402,2402,0.84,1095,1.26,1.89,3
2403,2403,0.84,1095,0.63,1.3499999999999999,2
2404,2404,0.84,1095,0.8099999999999999,0.44999999999999996,2
2405,2405,1.7999999999999998,1575,2.37,2.28,0
2406,2406,0.63,0.99,1815,585,1
2407,2407,2.07,1.71,1.7249999999999999,1425,0
2408,2408,1.7999999999999998,1575,1.41,2.4,0
2409,2409,0.63,0.99,1155,1665,3
2410,2410,0.63,0.99,1185,375,2
2411,2411,1.7999999999999998,1575,1.68,2.04,0
2412,2412,0.63,0.99,1.4849999999999999,585,2
2413,2413,1.7999999999999998,1575,1.17,2.28,0
2414,2414,0.63,0.99,0.40499999999999997,1395,2
2415,2415,0.63,0.99,1575,645,1
2416,2416,0.84,1095,1.08,0.69,2
2417,2417,0.63,0.99,1755,1185,1
2418,2418,0.63,0.99,1545,1755,3
2419,2419,1.29,1.3199999999999998,1.9349999999999998,2025,0
2420,2420,1.7999999999999998,1575,2.04,1.8599999999999999,0
2421,2421,1.7999999999999998,1575,2.4,1.92,0
2422,2422,1.2,1275,1.17,1.53,3
2423,2423,1.17,1.26,1035,1275,3
2424,2424,1.7999999999999998,1575,1.95,2.1,0
2425,2425,1.77,1.56,975,0.9149999999999999,3
2426,2426,0.6,975,1.02,0.78,2
2427,2427,1.77,1.56,1.2149999999999999,1365,3
2428,2428,1.26,1305,0.8999999999999999,1.3199999999999998,3
2429,2429,0.87,1.1099999999999999,825,1.9349999999999998,3
2430,2430,0.87,1.1099999999999999,1275,1035,2
2431,2431,1.47,1.41,1.7249999999999999,1005,1
2432,2432,1.38,1365,2.04,1.44,1
2433,2433,2.19,1.77,1155,2445,0
2434,2434,1.38,1365,1.47,1.68,3
2435,2435,1.74,1545,1.2,0.96,1
2436,2436,1.38,1365,1.7999999999999998,1.47,1
2437,2437,1.74,1545,1.1099999999999999,2.34,3
2438,2438,1.74,1545,1.3499999999999999,1.2,1
2439,2439,1.29,1.3199999999999998,1.4849999999999999,1605,3
2440,2440,1.74,1545,0.99,1.3199999999999998,3
2441,2441,1.38,1365,1.71,0.78,1
2442,2442,1.38,1365,2.13,1.3199999999999998,1
2443,2443,1.38,1365,0.87,0.84,2
2444,2444,1.29,1.3199999999999998,1755,645,1
2445,2445,1.74,1545,2.19,1.05,1
2446,2446,1.1099999999999999,1.23,1575,1515,1
2447,2447,0.57,0.96,285,1.7249999999999999,2
2448,2448,1.74,1545,1.68,1.41,0
2449,2449,2.2199999999999998,1785,1.26,1.56,0
2450,2450,1.1099999999999999,1.23,1.2149999999999999,2.0549999999999997,3
2451,2451,0.57,0.96,1.4549999999999998,0.46499999999999997,2
2452,2452,1.71,1.53,2085,2.3249999999999997,0
2453,2453,1.02,1185,1.3499999999999999,1.56,3
2454,2454,1.1099999999999999,1.23,1515,1785,3
2455,2455,1.71,1.53,1335,2355,0
2456,2456,1.71,1.53,1305,1395,3
2457,2457,1.1099999999999999,1.23,1905,0.9149999999999999,1
2458,2458,1.29,1.3199999999999998,1815,645,1
2459,2459,0.8999999999999999,1125,0.8099999999999999,1.41,3
2460,2460,0.57,0.96,1.7249999999999999,1035,1
2461,2461,2.28,1815,1.74,1.5899999999999999,0
2462,2462,0.57,0.96,0.7949999999999999,885,2
2463,2463,0.8999999999999999,1125,1.5899999999999999,0.57,1
2464,2464,1.02,1185,0.8999999999999999,1.65,3
2465,2465,2.28,1815,1.2,2.46,0
2466,2466,1.1099999999999999,1.23,1155,705,2
2467,2467,2.28,1815,1.65,1.26,0
2468,2468,0.9299999999999999,1.14,495,1.2449999999999999,2
