,softwareUnderstanding,understandingConcepts,practiceSM,testSM,tipo_estudante
0,0.0,0.0,1.5479999999999998,0.32399999999999995,2
1,0.0,0.0,0.36,0.072,2
2,0.0,0.0,1.3679999999999999,1.5839999999999999,2
3,0.0,0.0,1.7639999999999998,1.7639999999999998,2
4,0.0,0.0,0.252,0.9359999999999999,2
5,0.0,0.0,1.152,0.7919999999999999,2
6,1.008,0.504,2.2319999999999998,1.152,1
7,1.476,0.738,2.3219999999999996,1.8179999999999998,1
8,1.224,0.612,0.8999999999999999,1.3679999999999999,2
9,0.504,0.252,0.6479999999999999,1.476,2
10,0.144,0.072,1.26,0.7559999999999999,2
11,0.504,0.252,0.504,0.43199999999999994,2
12,0.0,0.0,0.036,0.252,2
13,1.5479999999999998,0.7739999999999999,1.5659999999999998,0.9899999999999999,2
14,0.0,0.0,1.3319999999999999,1.656,2
15,0.0,0.0,0.6479999999999999,0.18,2
16,1.44,0.72,1.5479999999999998,2.34,3
17,0.0,0.0,0.144,1.0439999999999998,2
18,1.476,0.738,0.846,1.206,2
19,0.8999999999999999,0.44999999999999996,0.9899999999999999,1.6019999999999999,2
20,0.0,0.0,1.188,0.6839999999999999,2
21,0.7559999999999999,0.37799999999999995,1.458,1.5659999999999998,2
22,1.152,0.576,1.224,1.224,2
23,1.152,0.576,1.224,2.1599999999999997,3
24,1.404,0.702,0.9899999999999999,0.7739999999999999,2
25,1.26,0.63,0.846,0.954,2
26,0.504,0.252,1.944,0.828,2
27,0.504,0.252,1.8719999999999999,1.1159999999999999,2
28,0.6479999999999999,0.32399999999999995,0.7559999999999999,0.612,2
29,1.26,0.63,1.8539999999999999,1.5299999999999998,1
30,0.6479999999999999,0.32399999999999995,0.43199999999999994,1.26,2
31,0.0,0.0,1.7999999999999998,1.3679999999999999,2
32,0.0,0.0,1.1159999999999999,1.7279999999999998,2
33,1.404,0.702,1.6019999999999999,1.8539999999999999,3
34,0.7559999999999999,0.414,1.206,1.458,2
35,1.476,0.7739999999999999,1.494,1.134,2
36,1.656,0.8819999999999999,0.9359999999999999,0.9359999999999999,2
37,1.908,1.026,1.926,1.3499999999999999,1
38,0.72,0.43199999999999994,1.152,1.152,2
39,0.0,0.09,1.7279999999999998,0.972,2
40,1.5119999999999998,0.8639999999999999,2.412,1.7279999999999998,1
41,1.0799999999999998,0.6659999999999999,0.7919999999999999,1.2959999999999998,2
42,1.152,0.72,2.1239999999999997,1.6199999999999999,1
43,1.8719999999999999,1.0799999999999998,0.972,1.9799999999999998,3
44,1.26,0.7739999999999999,1.17,2.034,3
45,0.72,0.504,1.476,1.404,2
46,1.8359999999999999,1.0619999999999998,0.954,1.9619999999999997,3
47,0.252,0.26999999999999996,1.7819999999999998,1.206,2
48,0.7919999999999999,0.5399999999999999,1.0439999999999998,0.828,2
49,1.404,0.846,1.134,1.206,2
50,0.7559999999999999,0.5219999999999999,1.5299999999999998,1.7819999999999998,2
51,2.016,1.152,1.9799999999999998,1.8719999999999999,1
