,softwareUnderstanding,understandingConcepts,practiceSM,testSM,tipo_estudante
271,0.336,0.384,0.648,0.8160000000000001,2
272,0.504,0.48,0.54,1.284,2
273,0.264,0.36,0.804,0.852,2
274,0.936,0.6960000000000001,0.66,1.212,3
275,0.6,0.528,0.3,1.284,2
276,1.032,0.744,1.356,0.54,1
277,0.528,0.492,1.248,0.552,2
278,1.008,0.732,0.6960000000000001,1.296,3
279,1.224,0.84,1.6440000000000001,1.74,0
280,0.84,0.648,0.852,1.212,3
281,0.768,0.612,1.296,1.032,1
282,0.768,0.612,0.384,0.432,2
283,0.6,0.528,1.4040000000000001,0.8280000000000001,1
284,0.336,0.396,0.216,0.192,2
285,0.336,0.396,0.192,0.504,2
286,1.104,0.78,1.6320000000000001,0.792,1
287,0.504,0.48,0.444,0.996,2
288,0.6960000000000001,0.5760000000000001,1.3800000000000001,1.068,1
289,0.504,0.48,1.1400000000000001,0.252,2
290,0.648,0.552,0.516,0.8280000000000001,2
291,0.432,0.444,1.008,0.28800000000000003,2
292,0.6,0.528,1.212,1.116,1
293,0.672,0.5640000000000001,1.104,1.176,2
294,0.504,0.48,1.02,0.252,2
295,0.888,0.672,0.708,1.284,3
296,0.6,0.528,0.8280000000000001,1.116,2
297,0.168,0.324,0.516,1.116,2
298,0.72,0.6,0.912,1.344,3
299,0.28800000000000003,0.384,1.1520000000000001,0.552,2
300,0.528,0.504,0.264,1.2,2
301,0.6,0.54,0.756,0.756,2
302,1.248,0.864,1.704,1.416,0
303,0.264,0.372,0.228,0.852,2
304,0.648,0.5640000000000001,0.996,0.876,2
305,0.6,0.54,0.804,1.5,3
306,0.72,0.6,0.5760000000000001,1.32,3
307,0.504,0.492,1.308,1.212,1
308,1.6560000000000001,1.068,1.452,1.476,0
309,0.6,0.54,0.852,1.164,2
310,0.0,0.24,0.8160000000000001,0.36,2
311,0.504,0.492,0.42,0.588,2
312,0.504,0.504,1.284,0.66,2
313,0.6,0.552,1.212,1.164,1
314,1.2,0.852,1.752,1.728,0
315,0.40800000000000003,0.456,0.972,1.1400000000000001,2
316,0.6,0.552,0.492,1.308,2
317,0.264,0.384,0.588,1.188,2
318,1.488,0.996,0.744,1.608,3
319,0.672,0.588,0.40800000000000003,1.272,2
320,0.672,0.588,1.032,0.504,2
321,0.432,0.468,0.336,0.6960000000000001,2
322,0.552,0.528,1.308,0.9,1
323,0.84,0.672,0.972,1.62,3
324,0.432,0.468,0.336,1.2,2
325,0.624,0.5640000000000001,1.44,1.032,1
326,0.456,0.48,0.708,0.42,2
327,0.504,0.504,1.068,0.3,2
328,0.504,0.504,0.972,0.9,2
329,0.96,0.732,1.296,0.6,1
330,1.1280000000000001,0.8160000000000001,1.716,1.596,0
331,0.6,0.552,0.324,1.308,2
332,0.672,0.6,0.768,1.344,3
333,0.672,0.6,1.3920000000000001,0.96,1
334,0.6960000000000001,0.612,1.548,0.852,1
335,0.768,0.648,0.624,0.72,2
336,0.792,0.66,1.548,0.8280000000000001,1
337,0.6,0.5640000000000001,0.612,1.452,3
338,0.6,0.5640000000000001,1.3800000000000001,0.804,1
339,0.6,0.5640000000000001,0.9,1.188,2
340,0.6,0.5640000000000001,0.324,1.02,2
341,0.432,0.48,1.32,1.3920000000000001,1
342,0.432,0.48,1.272,0.912,2
343,0.168,0.34800000000000003,0.54,0.108,2
344,0.6,0.5640000000000001,0.66,0.66,2
345,0.84,0.684,0.444,0.612,2
346,1.104,0.8160000000000001,0.552,0.6960000000000001,2
347,1.176,0.852,1.74,0.996,1
348,0.264,0.396,0.636,0.54,2
349,0.84,0.684,0.804,0.636,2
350,0.432,0.48,1.248,0.48,2
351,0.504,0.516,1.212,1.3800000000000001,3
352,0.936,0.732,1.02,1.092,3
353,0.12,0.324,0.756,1.116,2
354,0.5760000000000001,0.552,0.936,0.28800000000000003,2
355,0.864,0.6960000000000001,0.6960000000000001,1.56,3
356,1.536,1.032,0.936,1.224,3
357,0.432,0.48,0.768,1.1280000000000001,2
358,0.912,0.72,1.008,1.248,3
359,1.224,0.876,1.164,0.996,1
360,0.672,0.6,0.936,1.056,2
361,1.728,1.1400000000000001,1.6320000000000001,1.704,0
362,1.2,0.876,1.56,1.296,1
363,0.624,0.588,1.488,1.464,1
364,0.936,0.744,0.54,0.732,2
365,0.456,0.504,1.092,1.4040000000000001,3
366,1.056,0.804,1.176,1.272,3
367,0.456,0.504,0.756,0.372,2
368,0.84,0.6960000000000001,1.476,0.972,1
369,0.768,0.66,0.384,1.224,2
370,0.84,0.6960000000000001,1.068,1.596,3
371,0.456,0.504,0.852,0.996,2
372,1.3920000000000001,0.972,1.464,1.536,0
373,0.096,0.324,1.2,0.912,2
374,0.456,0.504,0.876,1.1400000000000001,2
375,0.264,0.40800000000000003,0.996,1.212,2
376,1.176,0.864,0.684,0.732,2
377,0.456,0.504,1.308,0.612,2
378,0.48,0.516,1.32,0.48,2
379,0.48,0.516,0.936,1.32,2
380,0.72,0.636,0.6960000000000001,1.104,2
381,0.336,0.444,0.28800000000000003,0.6960000000000001,2
382,0.336,0.444,0.6960000000000001,1.32,2
383,1.104,0.8280000000000001,0.624,1.728,3
384,0.336,0.444,0.6960000000000001,0.432,2
385,1.272,0.912,0.9480000000000001,1.74,3
386,0.96,0.756,1.1280000000000001,1.272,3
387,1.2,0.876,1.08,1.368,3
388,1.08,0.8160000000000001,0.756,1.02,3
389,0.84,0.6960000000000001,0.876,0.8280000000000001,2
390,0.336,0.444,0.6960000000000001,0.28800000000000003,2
391,0.336,0.444,0.72,0.936,2
392,0.84,0.6960000000000001,0.804,1.164,3
393,1.104,0.8280000000000001,1.752,1.608,0
394,0.84,0.6960000000000001,0.924,1.02,2
395,1.1280000000000001,0.84,1.26,0.78,1
396,0.84,0.6960000000000001,1.428,1.572,3
397,1.824,1.188,1.176,0.912,0
398,0.84,0.6960000000000001,0.972,1.572,3
399,0.84,0.6960000000000001,0.5640000000000001,0.732,2
400,1.344,0.9480000000000001,1.344,1.824,0
401,0.984,0.768,0.54,1.3800000000000001,3
402,0.96,0.756,0.48,1.44,3
403,0.96,0.756,1.44,1.368,1
404,1.032,0.792,1.548,0.924,1
405,1.512,1.032,0.804,1.764,3
406,0.84,0.6960000000000001,0.516,1.164,2
407,1.56,1.056,0.996,0.804,1
408,0.6,0.5760000000000001,0.9480000000000001,0.5640000000000001,2
409,0.84,0.6960000000000001,0.612,1.092,2
410,0.84,0.6960000000000001,1.164,1.572,3
411,0.624,0.588,0.792,0.6960000000000001,2
412,1.104,0.8280000000000001,0.5760000000000001,1.68,3
413,0.504,0.528,0.924,0.34800000000000003,2
414,0.624,0.588,0.768,0.96,2
415,0.504,0.528,0.5640000000000001,0.588,2
416,0.504,0.528,1.044,0.54,2
417,0.504,0.528,1.332,1.26,1
418,0.504,0.528,1.212,0.5640000000000001,2
419,1.464,1.008,1.764,1.3800000000000001,0
420,0.504,0.528,1.044,1.452,3
421,0.504,0.528,0.924,1.212,2
422,0.504,0.528,0.396,0.54,2
423,0.504,0.528,0.3,1.188,2
424,1.32,0.936,1.548,1.356,0
425,1.416,0.984,0.972,1.452,3
426,0.6960000000000001,0.624,1.3800000000000001,1.428,1
427,0.624,0.588,0.672,0.648,2
428,1.536,1.044,1.1280000000000001,1.68,0
429,0.6960000000000001,0.624,1.116,1.428,3
430,0.168,0.36,0.732,0.252,2
431,0.6960000000000001,0.624,1.476,0.42,1
432,1.056,0.804,1.2,0.744,1
433,1.08,0.8160000000000001,1.116,0.852,1
434,0.168,0.36,0.228,1.116,2
435,0.912,0.732,0.984,0.744,2
436,0.624,0.588,0.672,1.008,2
437,0.624,0.588,0.792,0.984,2
438,1.008,0.78,1.368,1.368,1
439,1.08,0.8160000000000001,1.476,1.236,1
440,1.104,0.8280000000000001,1.104,1.6560000000000001,3
441,0.6960000000000001,0.624,1.428,0.684,1
442,0.792,0.672,0.492,1.548,3
443,1.2,0.876,0.936,1.608,3
444,0.96,0.756,1.248,1.512,3
445,1.104,0.8280000000000001,0.552,1.08,3
446,0.792,0.672,1.356,1.02,1
447,0.552,0.552,0.276,0.924,2
448,0.6960000000000001,0.624,1.1400000000000001,0.372,2
449,1.008,0.78,1.104,1.3920000000000001,3
450,0.864,0.708,0.912,1.584,3
451,1.176,0.864,1.452,1.524,0
452,0.672,0.612,1.1280000000000001,0.792,2
453,0.672,0.612,0.6,1.368,3
454,0.936,0.744,1.5,1.3800000000000001,1
455,0.672,0.612,0.456,1.056,2
456,1.008,0.78,0.672,0.984,2
457,0.672,0.612,0.912,0.984,2
458,1.008,0.78,1.68,0.984,1
459,0.672,0.612,1.248,1.368,3
460,1.3920000000000001,0.972,1.104,1.008,1
461,1.104,0.8280000000000001,1.512,1.608,0
462,0.768,0.66,0.84,1.056,2
463,1.032,0.792,1.668,1.284,1
464,0.768,0.66,1.488,1.44,1
465,0.792,0.672,0.9480000000000001,1.596,3
466,0.5760000000000001,0.5640000000000001,0.672,0.96,2
467,0.672,0.612,1.344,0.888,1
468,0.672,0.612,0.336,1.248,2
469,1.032,0.792,1.308,0.684,1
470,0.672,0.612,0.36,1.44,3
471,0.672,0.612,1.032,1.32,3
472,1.032,0.792,1.308,1.092,1
473,0.864,0.708,1.608,1.32,1
474,1.536,1.044,1.416,1.8960000000000001,0
475,1.296,0.924,1.6320000000000001,1.272,0
476,1.296,0.924,0.648,1.68,3
477,1.224,0.888,1.164,0.756,1
478,0.864,0.708,0.792,0.792,2
479,1.104,0.8280000000000001,0.6,1.344,3
480,0.312,0.432,1.044,1.044,2
481,1.176,0.864,0.78,0.876,3
482,0.768,0.66,1.416,1.248,1
483,0.936,0.744,1.3800000000000001,0.972,1
484,0.936,0.744,1.668,0.756,1
485,1.2,0.876,1.416,1.032,1
486,0.888,0.72,0.612,1.4040000000000001,3
487,1.272,0.912,1.164,0.684,1
488,0.936,0.744,1.356,0.54,1
489,0.936,0.744,1.524,1.428,1
490,1.032,0.792,0.972,0.708,1
491,0.936,0.744,1.5,0.54,1
492,0.936,0.744,1.548,1.4040000000000001,1
493,0.936,0.744,0.852,1.116,3
494,0.936,0.744,1.02,1.452,3
495,1.272,0.912,1.332,0.708,1
496,0.936,0.744,0.756,1.1400000000000001,3
497,0.768,0.66,1.344,0.40800000000000003,1
498,1.1280000000000001,0.84,0.9,0.924,3
499,0.936,0.744,1.188,1.524,3
500,0.768,0.66,0.456,1.416,3
501,0.936,0.744,1.3800000000000001,1.476,3
502,1.08,0.8160000000000001,1.284,0.756,1
503,0.936,0.744,1.476,0.684,1
504,1.032,0.792,1.02,0.516,1
505,1.032,0.792,1.548,1.26,1
506,0.888,0.72,0.852,1.284,3
507,0.936,0.744,1.5,0.732,1
508,0.936,0.744,0.732,0.852,2
509,1.104,0.8280000000000001,1.584,0.8160000000000001,1
510,0.6,0.5760000000000001,0.34800000000000003,1.452,3
511,0.6,0.5760000000000001,0.852,0.78,2
512,0.6,0.5760000000000001,0.8280000000000001,0.588,2
513,0.6,0.5760000000000001,0.372,1.3800000000000001,2
514,0.6,0.5760000000000001,1.26,0.3,2
515,0.888,0.72,1.524,1.452,1
516,0.6,0.5760000000000001,0.588,1.068,2
517,0.6,0.5760000000000001,0.612,0.756,2
518,1.584,1.068,1.104,1.824,0
519,0.768,0.66,1.104,0.8160000000000001,2
520,0.768,0.66,1.08,1.3920000000000001,3
521,0.6,0.5760000000000001,1.116,1.452,3
522,0.6,0.5760000000000001,0.612,1.476,3
523,1.1520000000000001,0.852,1.248,1.176,1
524,0.312,0.432,0.492,0.396,2
525,0.8160000000000001,0.684,0.552,0.72,2
526,1.104,0.8280000000000001,1.32,1.272,1
527,1.248,0.9,1.68,0.768,1
528,0.432,0.492,0.6,1.1520000000000001,2
529,0.432,0.492,0.72,0.432,2
530,0.432,0.492,0.864,1.3920000000000001,2
531,0.432,0.492,1.272,0.528,2
532,0.6,0.5760000000000001,0.924,0.804,2
533,0.432,0.492,0.264,0.40800000000000003,2
534,0.432,0.492,0.312,1.08,2
535,0.432,0.492,1.176,1.416,3
536,0.432,0.492,1.416,0.5760000000000001,1
537,0.6,0.5760000000000001,0.54,0.8280000000000001,2
538,0.6,0.5760000000000001,0.516,0.588,2
539,1.344,0.9480000000000001,1.224,1.296,3
540,1.248,0.9,1.8,0.672,1
541,0.8160000000000001,0.684,1.056,1.416,3
542,0.8160000000000001,0.684,1.248,0.984,1
543,1.248,0.9,0.984,1.272,3
544,0.792,0.672,1.212,0.9,1
545,1.68,1.116,1.176,1.92,0
546,0.264,0.40800000000000003,0.54,0.276,2
547,0.624,0.588,0.624,0.648,2
548,0.768,0.66,0.504,1.56,3
549,0.96,0.768,1.104,0.528,1
550,0.432,0.504,0.792,0.216,2
551,0.96,0.768,0.888,0.504,2
552,0.5760000000000001,0.5760000000000001,0.28800000000000003,1.464,3
553,0.432,0.504,0.456,0.552,2
554,1.056,0.8160000000000001,0.648,0.84,2
555,0.504,0.54,0.396,0.468,2
556,0.504,0.54,0.9480000000000001,0.516,2
557,0.504,0.54,0.756,1.356,2
558,1.416,0.996,1.9080000000000001,0.876,1
559,0.84,0.708,1.284,0.9,1
560,0.672,0.624,0.40800000000000003,0.84,2
561,0.672,0.624,1.536,0.40800000000000003,1
562,0.84,0.708,1.524,0.78,1
563,0.768,0.672,0.6960000000000001,1.416,3
564,1.032,0.804,0.708,0.708,2
565,0.6,0.588,1.428,1.308,1
566,0.264,0.42,1.284,0.9480000000000001,2
567,0.888,0.732,0.972,0.66,2
568,0.264,0.42,0.396,0.42,2
569,0.6960000000000001,0.636,0.9480000000000001,0.516,2
570,0.792,0.684,1.308,1.092,1
571,0.936,0.756,0.5640000000000001,1.26,3
572,0.168,0.372,0.228,0.684,2
573,0.936,0.756,0.78,0.852,2
574,0.768,0.672,1.512,0.6,1
575,0.792,0.684,1.356,0.636,1
576,0.744,0.66,1.1400000000000001,1.428,3
577,0.624,0.6,1.104,0.456,2
578,0.672,0.636,1.3920000000000001,0.432,1
579,1.008,0.804,0.5760000000000001,0.504,2
580,0.456,0.528,0.588,0.252,2
581,0.624,0.612,1.512,1.032,1
582,1.056,0.8280000000000001,1.248,1.272,1
583,1.1520000000000001,0.876,1.056,1.056,3
584,1.344,0.972,0.8160000000000001,1.824,3
585,0.84,0.72,1.092,1.524,3
586,0.40800000000000003,0.504,1.332,0.66,2
587,0.84,0.72,0.444,1.092,2
588,1.224,0.912,0.756,1.6440000000000001,3
589,0.768,0.684,0.936,1.56,3
590,0.768,0.684,0.624,1.176,2
591,0.552,0.5760000000000001,1.092,0.9,2
592,0.84,0.72,1.188,0.468,1
593,0.768,0.684,0.768,1.104,2
594,0.504,0.552,1.332,1.4040000000000001,1
595,1.08,0.84,0.924,0.972,3
596,0.504,0.552,0.276,0.804,2
597,0.504,0.552,1.4040000000000001,1.116,1
598,0.6,0.6,1.044,0.3,2
599,0.768,0.684,0.672,1.1520000000000001,2
600,0.936,0.768,1.044,0.996,1
601,0.6,0.6,0.66,1.476,3
602,0.84,0.732,0.756,0.924,2
603,0.264,0.444,0.852,0.612,2
604,0.504,0.5640000000000001,1.02,0.54,2
605,0.504,0.5640000000000001,0.516,0.5640000000000001,2
606,0.6,0.612,0.34800000000000003,1.452,3
607,0.552,0.588,0.78,1.188,2
608,0.6,0.612,0.972,0.324,2
609,0.432,0.528,0.48,0.624,2
610,0.936,0.78,0.468,1.524,3
611,0.432,0.528,0.768,0.984,2
612,0.168,0.396,0.34800000000000003,0.9480000000000001,2
613,0.384,0.504,0.912,1.272,2
614,0.744,0.684,1.212,0.756,1
615,0.336,0.48,1.008,1.032,2
616,0.336,0.48,0.672,0.984,2
617,0.84,0.732,0.972,0.588,2
